,V1,V2,V3,,
1764,50,100,77.97427653,,
1765,40,0.01,78.29581994,,
1766,40,0.03,77.17041801,,
1767,40,0.1,78.61736334,,
1768,40,0.3,78.29581994,,
1769,40,1,79.26045016,,
1770,40,3,77.65273312,,
1771,40,10,78.61736334,,
1772,40,30,77.97427653,,
1773,40,100,77.33118971,,
1774,30,0.01,77.49196141,,
1775,30,0.03,77.17041801,,
1776,30,0.1,77.65273312,,
1777,30,0.3,76.68810289,,
1778,30,1,77.49196141,,
1779,30,3,78.93890675,,
1780,30,10,77.17041801,,
1781,30,30,77.33118971,,
1782,30,100,78.13504823,,
1783,20,0.01,77.81350482,,
1784,20,0.03,77.17041801,,
1785,20,0.1,77.97427653,,
1786,20,0.3,77.97427653,,
1787,20,1,78.13504823,,
1788,20,3,77.65273312,,
1789,20,10,77.65273312,,
1790,20,30,77.81350482,,
1791,20,100,77.81350482,,
1792,10,0.01,72.9903537,,
1793,10,0.03,72.82958199,,
1794,10,0.1,72.66881029,,
1795,10,0.3,72.50803859,,
1796,10,1,72.82958199,,
1797,10,3,72.50803859,,
1798,10,10,72.82958199,,
1799,10,30,72.34726688,,
1800,10,100,72.18649518,,
